"Id","Label"
"1034","9"
"1035","7"
"1036","9"
"1037","9"
"1038","7"
"1039","6"
"1040","4"
"1041","8"
"1042","6"
"1043","8"
"1044","7"
"1045","6"
"1046","7"
"1047","8"
"1048","3"
"1049","7"
"1050","6"
"1051","9"
"1052","7"
"1053","5"
"1054","7"
"1055","9"
"1056","9"
"1057","6"
"1058","6"
"1059","8"
"1060","7"
"1061","8"
"1062","6"
"1063","3"
"1064","9"
"1065","6"
"1066","5"
"1067","3"
"1068","8"
"1069","8"
"1070","9"
"1071","7"
"1072","9"
"1073","8"
"1074","8"
"1075","8"
"1076","7"
"1077","6"
"1078","9"
"1079","9"
"1080","9"
"1081","6"
"1082","7"
"1083","9"
"1084","6"
"1085","9"
"1086","8"
"1087","4"
"1088","7"
"1089","9"
"1090","4"
"1091","4"
"1092","8"
"1093","4"
"1094","9"
"1095","4"
"1096","5"
"1097","8"
"1098","6"
"1099","6"
"1100","4"
"1101","8"
"1102","5"
"1103","9"
"1104","5"
"1105","7"
"1106","9"
"1107","2"
"1108","9"
"1109","8"
"1110","6"
"1111","8"
"1112","8"
"1113","9"
"1114","5"
"1115","7"
"1116","9"
"1117","6"
"1118","7"
"1119","7"
"1120","6"
"1121","9"
"1122","4"
"1123","8"
"1124","7"
"1125","8"
"1126","1"
"1127","3"
"1128","7"
"1129","9"
"1130","9"
"1131","8"
"1132","9"
"1133","8"
"1134","6"
"1135","9"
"1136","8"
"1137","7"
"1138","9"
"1139","6"
"1140","4"
"1141","6"
"1142","8"
"1143","9"
"1144","8"
"1145","9"
"1146","5"
"1147","9"
"1148","9"
"1149","5"
"1150","6"
"1151","3"
"1152","7"
"1153","9"
"1154","9"
"1155","8"
"1156","5"
"1157","3"
"1158","9"
"1159","9"
"1160","5"
"1161","7"
"1162","9"
"1163","8"
"1164","7"
"1165","8"
"1166","7"
"1167","6"
"1168","8"
"1169","7"
"1170","9"
"1171","7"
"1172","9"
"1173","7"
"1174","6"
"1175","4"
"1176","9"
"1177","9"
"1178","9"
"1179","9"
"1180","9"
"1181","2"
"1182","9"
"1183","5"
"1184","8"
"1185","5"
"1186","6"
"1187","7"
"1188","8"
"1189","9"
"1190","7"
"1191","9"
"1192","2"
"1193","8"
"1194","9"
"1195","6"
"1196","9"
"1197","6"
"1198","7"
"1199","6"
"1200","9"
"1201","7"
"1202","9"
"1203","9"
"1204","8"
"1205","9"
"1206","8"
"1207","8"
"1208","7"
"1209","7"
"1210","8"
"1211","8"
"1212","9"
"1213","7"
"1214","7"
"1215","9"
"1216","8"
"1217","9"
"1218","9"
"1219","6"
"1220","8"
"1221","6"
"1222","8"
"1223","8"
"1224","9"
"1225","7"
"1226","6"
"1227","8"
"1228","6"
"1229","9"
"1230","9"
"1231","9"
"1232","5"
"1233","9"
"1234","5"
"1235","8"
"1236","8"
"1237","9"
"1238","8"
"1239","8"
"1240","6"
"1241","7"
"1242","9"
"1243","9"
"1244","6"
"1245","1"
"1246","8"
"1247","7"
"1248","2"
"1249","5"
"1250","9"
"1251","9"
"1252","9"
"1253","8"
"1254","8"
"1255","3"
"1256","7"
"1257","9"
"1258","9"
"1259","7"
"1260","7"
"1261","4"
"1262","5"
"1263","8"
"1264","9"
"1265","7"
"1266","8"
"1267","9"
"1268","8"
"1269","7"
"1270","3"
"1271","7"
"1272","5"
"1273","7"
"1274","9"
"1275","8"
"1276","9"
"1277","7"
"1278","4"
"1279","8"
"1280","5"
"1281","8"
"1282","8"
"1283","4"
"1284","3"
"1285","8"
"1286","9"
"1287","9"
"1288","6"
"1289","5"
"1290","9"
"1291","8"
"1292","9"
"1293","7"
"1294","5"
"1295","9"
"1296","7"
"1297","8"
"1298","9"
"1299","7"
"1300","9"
"1301","9"
"1302","9"
"1303","7"
"1304","8"
"1305","2"
"1306","4"
"1307","7"
"1308","9"
"1309","7"
"1310","9"
"1311","9"
"1312","3"
"1313","8"
"1314","9"
"1315","8"
"1316","8"
"1317","6"
"1318","7"
"1319","8"
"1320","5"
"1321","8"
"1322","3"
"1323","8"
"1324","8"
"1325","5"
"1326","5"
"1327","9"
"1328","6"
"1329","9"
"1330","5"
"1331","9"
"1332","9"
"1333","6"
"1334","5"
"1335","8"
"1336","5"
"1337","7"
"1338","9"
"1339","8"
"1340","8"
"1341","9"
"1342","1"
"1343","2"
"1344","9"
"1345","5"
"1346","6"
"1347","9"
"1348","7"
"1349","9"
"1350","6"
"1351","7"
"1352","9"
"1353","7"
"1354","8"
"1355","8"
"1356","7"
"1357","9"
"1358","8"
"1359","7"
"1360","6"
"1361","5"
"1362","4"
"1363","9"
"1364","6"
"1365","6"
"1366","9"
"1367","7"
"1368","9"
"1369","9"
"1370","6"
"1371","5"
"1372","9"
"1373","7"
"1374","9"
"1375","6"
"1376","6"
"1377","8"
"1378","8"
"1379","1"
"1380","7"
"1381","9"
"1382","8"
"1383","9"
"1384","4"
"1385","5"
"1386","9"
"1387","7"
"1388","9"
"1389","7"
"1390","7"
"1391","8"
"1392","8"
"1393","9"
"1394","7"
"1395","8"
"1396","5"
"1397","9"
"1398","7"
"1399","7"
"1400","9"
"1401","6"
"1402","9"
"1403","6"
"1404","7"
"1405","7"
"1406","7"
"1407","8"
"1408","7"
"1409","8"
"1410","3"
"1411","9"
"1412","5"
"1413","7"
"1414","7"
"1415","7"
"1416","3"
"1417","8"
"1418","8"
"1419","6"
"1420","8"
"1421","3"
"1422","9"
"1423","3"
"1424","9"
"1425","9"
"1426","6"
"1427","6"
"1428","8"
"1429","9"
"1430","7"
"1431","9"
"1432","4"
"1433","8"
"1434","8"
"1435","7"
"1436","7"
"1437","8"
"1438","9"
"1439","3"
"1440","4"
"1441","8"
"1442","8"
"1443","7"
"1444","6"
"1445","9"
"1446","2"
"1447","7"
"1448","9"
"1449","6"
"1450","8"
"1451","9"
"1452","4"
"1453","9"
"1454","7"
"1455","8"
"1456","8"
"1457","4"
"1458","3"
"1459","7"
"1460","9"
"1461","9"
"1462","9"
"1463","4"
"1464","6"
"1465","8"
"1466","8"
"1467","9"
"1468","9"
"1469","6"
"1470","9"
"1471","9"
"1472","3"
"1473","9"
"1474","9"
"1475","7"
"1476","8"
"1477","6"
"1478","8"
"1479","8"
"1480","9"
"1481","9"
"1482","7"
"1483","6"
"1484","8"
"1485","3"
"1486","9"
"1487","8"
"1488","7"
"1489","7"
"1490","6"
"1491","9"
"1492","1"
"1493","7"
"1494","8"
"1495","5"
"1496","1"
"1497","7"
"1498","4"
"1499","7"
"1500","9"
"1501","4"
"1502","9"
"1503","8"
"1504","3"
"1505","9"
"1506","4"
"1507","9"
"1508","8"
"1509","9"
"1510","8"
"1511","9"
"1512","8"
"1513","6"
"1514","9"
"1515","6"
"1516","8"
"1517","7"
"1518","5"
"1519","8"
"1520","6"
"1521","6"
"1522","9"
"1523","9"
"1524","8"
"1525","8"
"1526","8"
"1527","7"
"1528","7"
"1529","6"
"1530","8"
"1531","9"
"1532","6"
"1533","6"
"1534","6"
"1535","7"
"1536","3"
"1537","9"
"1538","7"
"1539","8"
"1540","7"
"1541","7"
"1542","4"
"1543","8"
"1544","4"
"1545","0"
"1546","7"
"1547","8"
"1548","4"
"1549","8"
"1550","5"
"1551","8"
"1552","4"
"1553","6"
"1554","4"
"1555","8"
"1556","9"
"1557","6"
"1558","8"
"1559","6"
"1560","9"
"1561","9"
"1562","9"
"1563","8"
"1564","6"
"1565","9"
"1566","6"
"1567","9"
"1568","9"
"1569","8"
"1570","7"
"1571","5"
"1572","9"
"1573","7"
"1574","7"
"1575","9"
"1576","9"
"1577","9"
"1578","5"
"1579","9"
"1580","6"
"1581","8"
"1582","5"
"1583","5"
"1584","5"
"1585","5"
"1586","9"
"1587","8"
"1588","6"
"1589","9"
"1590","9"
"1591","8"
"1592","4"
"1593","8"
"1594","6"
"1595","8"
"1596","7"
"1597","9"
"1598","5"
"1599","9"
"1600","7"
"1601","8"
"1602","7"
"1603","6"
"1604","9"
"1605","9"
"1606","9"
"1607","7"
"1608","8"
"1609","6"
"1610","9"
"1611","9"
"1612","6"
"1613","6"
"1614","5"
"1615","7"
"1616","9"
"1617","8"
"1618","3"
"1619","3"
"1620","9"
"1621","9"
"1622","9"
"1623","6"
"1624","9"
"1625","1"
"1626","7"
"1627","8"
"1628","3"
"1629","9"
"1630","6"
"1631","1"
"1632","7"
"1633","9"
"1634","7"
"1635","8"
"1636","8"
"1637","8"
"1638","7"
"1639","2"
"1640","8"
"1641","7"
"1642","7"
"1643","9"
"1644","8"
"1645","9"
"1646","8"
"1647","8"
"1648","8"
"1649","9"
"1650","9"
"1651","8"
"1652","7"
"1653","0"
"1654","4"
"1655","9"
"1656","7"
"1657","7"
"1658","7"
"1659","9"
"1660","5"
"1661","3"
"1662","6"
"1663","8"
"1664","4"
"1665","6"
"1666","8"
"1667","8"
"1668","8"
"1669","8"
"1670","6"
"1671","3"
"1672","2"
"1673","9"
"1674","8"
"1675","5"
"1676","8"
"1677","6"
"1678","5"
"1679","9"
"1680","9"
"1681","3"
"1682","9"
"1683","8"
"1684","9"
"1685","9"
"1686","9"
"1687","8"
"1688","7"
"1689","6"
"1690","5"
"1691","9"
"1692","8"
"1693","2"
"1694","7"
"1695","7"
"1696","8"
"1697","5"
"1698","6"
"1699","7"
"1700","9"
"1701","4"
"1702","6"
"1703","8"
"1704","9"
"1705","5"
"1706","7"
"1707","8"
"1708","7"
"1709","6"
"1710","7"
"1711","8"
"1712","8"
"1713","7"
"1714","9"
"1715","7"
"1716","9"
"1717","6"
"1718","8"
"1719","7"
"1720","6"
"1721","6"
"1722","8"
"1723","7"
"1724","2"
"1725","9"
"1726","7"
"1727","7"
"1728","2"
"1729","8"
"1730","5"
"1731","7"
"1732","6"
"1733","4"
"1734","7"
"1735","8"
"1736","9"
"1737","4"
"1738","6"
"1739","9"
"1740","6"
"1741","8"
"1742","6"
"1743","8"
"1744","7"
"1745","9"
"1746","9"
"1747","7"
"1748","7"
"1749","9"
"1750","8"
"1751","9"
"1752","9"
"1753","9"
"1754","8"
"1755","9"
"1756","7"
"1757","5"
"1758","8"
"1759","7"
"1760","5"
"1761","9"
"1762","6"
"1763","9"
"1764","9"
"1765","9"
"1766","9"
"1767","7"
"1768","8"
"1769","8"
"1770","9"
"1771","8"
"1772","9"
"1773","9"
"1774","9"
"1775","5"
"1776","4"
"1777","8"
"1778","7"
"1779","6"
"1780","5"
"1781","9"
"1782","5"
"1783","7"
"1784","9"
"1785","7"
"1786","8"
"1787","9"
"1788","9"
"1789","3"
"1790","9"
"1791","9"
"1792","8"
"1793","4"
"1794","7"
"1795","5"
"1796","6"
"1797","7"
"1798","6"
"1799","8"
"1800","6"
"1801","9"
"1802","6"
"1803","8"
"1804","7"
"1805","7"
"1806","4"
"1807","7"
"1808","8"
"1809","9"
"1810","8"
"1811","7"
"1812","4"
"1813","7"
"1814","8"
"1815","6"
"1816","9"
"1817","9"
"1818","8"
"1819","9"
"1820","8"
"1821","6"
"1822","5"
"1823","9"
"1824","7"
"1825","6"
"1826","9"
"1827","9"
"1828","7"
"1829","8"
"1830","9"
"1831","6"
"1832","5"
"1833","9"
"1834","8"
"1835","6"
"1836","8"
"1837","7"
"1838","8"
"1839","8"
"1840","5"
"1841","8"
"1842","8"
"1843","8"
"1844","8"
"1845","6"
"1846","6"
"1847","9"
"1848","8"
"1849","9"
"1850","7"
"1851","7"
"1852","5"
"1853","8"
"1854","7"
"1855","8"
"1856","8"
"1857","9"
"1858","5"
"1859","8"
"1860","3"
"1861","7"
"1862","9"
"1863","7"
"1864","6"
"1865","5"
"1866","6"
"1867","5"
"1868","9"
"1869","5"
"1870","8"
"1871","9"
"1872","9"
"1873","5"
"1874","9"
"1875","9"
"1876","6"
"1877","2"
"1878","8"
"1879","8"
"1880","9"
"1881","9"
"1882","5"
"1883","9"
"1884","7"
"1885","9"
"1886","8"
"1887","9"
"1888","6"
"1889","9"
"1890","8"
"1891","9"
"1892","5"
"1893","3"
"1894","8"
"1895","4"
"1896","8"
"1897","8"
"1898","3"
"1899","9"
"1900","3"
"1901","6"
"1902","8"
"1903","8"
"1904","6"
"1905","8"
"1906","9"
"1907","9"
"1908","9"
"1909","6"
"1910","5"
"1911","1"
"1912","4"
"1913","5"
"1914","5"
"1915","9"
"1916","6"
"1917","8"
"1918","9"
"1919","7"
"1920","6"
"1921","8"
"1922","8"
"1923","8"
"1924","2"
"1925","9"
"1926","8"
"1927","4"
"1928","6"
"1929","6"
"1930","8"
"1931","9"
"1932","6"
"1933","8"
"1934","8"
"1935","8"
"1936","5"
"1937","9"
"1938","8"
"1939","2"
"1940","9"
"1941","9"
"1942","9"
"1943","9"
"1944","3"
"1945","9"
"1946","9"
"1947","9"
"1948","4"
"1949","5"
"1950","1"
"1951","9"
"1952","3"
"1953","9"
"1954","9"
"1955","4"
"1956","6"
"1957","9"
"1958","9"
"1959","8"
"1960","8"
"1961","9"
"1962","8"
"1963","5"
"1964","6"
"1965","9"
"1966","8"
"1967","8"
"1968","9"
"1969","9"
"1970","8"
"1971","6"
"1972","8"
"1973","9"
"1974","7"
"1975","6"
"1976","6"
"1977","9"
"1978","9"
"1979","4"
"1980","7"
"1981","7"
"1982","7"
"1983","7"
"1984","8"
"1985","9"
"1986","5"
"1987","8"
"1988","8"
"1989","7"
"1990","9"
"1991","7"
"1992","8"
"1993","8"
"1994","8"
"1995","7"
"1996","9"
"1997","5"
"1998","7"
"1999","5"
"2000","9"
"2001","7"
"2002","7"
"2003","5"
"2004","4"
"2005","8"
"2006","7"
"2007","8"
"2008","7"
"2009","8"
"2010","8"
"2011","8"
"2012","5"
"2013","9"
"2014","7"
"2015","6"
"2016","6"
"2017","9"
"2018","9"
"2019","8"
"2020","9"
"2021","9"
"2022","5"
"2023","4"
"2024","7"
"2025","9"
"2026","7"
"2027","9"
"2028","7"
"2029","5"
"2030","7"
"2031","6"
"2032","9"
"2033","2"
"2034","8"
"2035","6"
"2036","9"
"2037","8"
"2038","9"
"2039","7"
"2040","8"
"2041","8"
"2042","7"
"2043","7"
"2044","7"
"2045","5"
"2046","9"
"2047","9"
"2048","7"
"2049","8"
"2050","6"
"2051","7"
"2052","5"
"2053","6"
"2054","7"
"2055","7"
"2056","5"
"2057","6"
"2058","8"
"2059","9"
"2060","8"
"2061","4"
"2062","9"
"2063","6"
"2064","6"
"2065","6"
"2066","8"
"2067","5"
"2068","3"
"2069","8"
"2070","9"
"2071","2"
"2072","8"
"2073","8"
"2074","2"
"2075","9"
"2076","4"
"2077","6"
"2078","6"
"2079","8"
"2080","6"
"2081","5"
"2082","6"
"2083","6"
"2084","5"
"2085","1"
"2086","2"
"2087","9"
"2088","9"
"2089","9"
"2090","8"
"2091","9"
"2092","9"
"2093","7"
"2094","7"
"2095","9"
"2096","6"
"2097","6"
"2098","6"
"2099","9"
"2100","6"
"2101","6"
"2102","8"
"2103","7"
"2104","5"
"2105","2"
"2106","9"
"2107","9"
"2108","9"
"2109","4"
"2110","6"
"2111","5"
"2112","6"
"2113","9"
"2114","8"
"2115","3"
"2116","8"
"2117","4"
"2118","9"
"2119","6"
"2120","9"
"2121","2"
"2122","9"
"2123","6"
"2124","4"
"2125","8"
"2126","6"
"2127","7"
"2128","6"
"2129","6"
"2130","7"
"2131","5"
"2132","6"
"2133","9"
"2134","8"
"2135","7"
"2136","9"
"2137","2"
"2138","3"
"2139","4"
